0.5092	-0.373
0.5284	-0.34342
0.5348	-0.35872
0.5348	-0.3628
0.5348	-0.3628
0.5604	-0.3628
0.5732	-0.30772
0.5732	-0.3118
0.58472	-0.35566
0.586	-0.32098
0.586	-0.3118
0.5988	-0.35974
0.5988	-0.3628
0.5988	-0.3628
0.5988	-0.3118
0.5988	-0.3118
0.60008	-0.3271
0.6116	-0.3628
0.6116	-0.373
0.6116	-0.31996
0.6116	-0.322
0.6116	-0.322
0.6116	-0.3322
0.61544	-0.31588
0.6244	-0.373
0.6372	-0.322
0.6628	-0.2914
0.6628	-0.3271
0.6628	-0.322
0.6628	-0.322
0.6628	-0.3424
0.6628	-0.3373
0.6628	-0.3322
0.6628	-0.3322
0.6628	-0.3424
0.6756	-0.3424
0.6884	-0.3424
0.7012	-0.29752
0.7012	-0.2914
0.7012	-0.2914
0.7012	-0.3424
0.714	-0.322
0.714	-0.32404
0.714	-0.322
0.714	-0.322
0.714	-0.2608
0.714	-0.2608
0.7268	-0.2914
0.7268	-0.3322
0.7268	-0.3016
0.7652	-0.2914
0.7652	-0.33016
0.7652	-0.3322
0.7652	-0.3322
0.7652	-0.3322
0.8292	-0.29548
0.8292	-0.2914
0.8292	-0.27304
0.8292	-0.2914
0.85992	-0.2863
0.8676	0.035
0.8804	-0.30364
0.8804	-0.3016
0.8804	-0.3016
0.9316	-0.27916
0.9316	-0.271
0.9316	-0.271
0.9444	-0.271
0.95208	-0.2659
0.97	-0.27916
0.97	-0.2812
0.97	-0.2812
1.03016	-0.22918
1.034	-0.2251
1.034	-0.2302
1.0468	-0.067
1.0468	0.7796
1.0468	-0.1894
1.05064	0.2288
1.07368	0.23594
1.0852	0.188
1.098	-0.2302
1.098	-0.22
1.098	0.239
1.098	0.239
1.098	0.239
1.10056	0.16964
1.10952	0.14108
1.1108	-0.2506
1.1108	0.137
1.1108	-0.2098
1.1364	0.239
1.1364	0.239
1.1364	0.2798
1.1364	0.1472
1.1364	-0.2098
1.1364	0.2696
1.1364	0.1982
1.1364	0.2594
1.13768	0.29306
1.1492	0.1472
1.1492	0.22676
1.1492	0.2288
1.1492	-0.18634
1.1492	-0.1894
1.1492	0.2288
1.1492	0.2492
1.1492	0.19208
1.1492	0.1982
1.1492	0.1166
1.1492	-0.169
1.1492	0.2186
1.1492	0.2492
1.15176	-0.19756
1.162	0.2594
1.162	0.21554
1.162	0.2186
1.162	0.2492
1.162	0.2186
1.162	0.3002
1.162	-0.16288
1.162	-0.1588
1.162	-0.2098
1.162	0.3002
1.17096	-0.18328
1.1748	-0.1996
1.1748	0.1778
1.1748	0.1064
1.1748	0.3308
1.1748	0.4838
1.1876	0.29714
1.1876	0.3002
1.1876	0.30836
1.1876	0.3104
1.1876	0.3716
1.1876	0.3002
1.1876	-0.22
1.1876	-0.22
1.1876	-0.2149
1.1876	0.14108
1.1876	0.137
1.1876	0.3206
1.19272	0.37772
1.2004	0.3818
1.2004	0.3716
1.2004	0.3308
1.2004	0.2798
1.20296	0.30734
1.20936	0.35528
1.2132	0.0758
1.2132	0.2288
1.2132	0.2288
1.2132	0.31856
1.2132	0.3206
1.2132	0.3614
1.226	0.19718
1.226	0.1982
1.226	-0.08842
1.226	-0.0874
1.226	0.3716
1.226	0.04928
1.226	0.0554
1.226	-0.17206
1.226	-0.169
1.226	0.3614
1.2388	0.0197
1.2388	0.0248
1.2388	0.3818
1.2388	0.3818
1.2388	0.2594
1.2388	0.31652
1.2388	0.3206
1.2388	-0.1231
1.2388	-0.1282
1.2388	0.3818
1.2388	0.2186
1.2388	0.29
1.24392	0.42668
1.2516	-0.0976
1.2516	0.4022
1.2516	0.21656
1.2516	0.2186
1.2516	0.3614
1.2516	0.4124
1.2516	0.4022
1.2516	0.0146
1.2516	-0.0262
1.2516	-0.0262
1.26056	0.40832
1.2644	0.0962
1.2644	0.10844
1.2644	0.1064
1.2644	0.2798
1.2644	0.2798
1.2644	0.3002
1.2644	0.3002
1.2644	0.11762
1.2644	0.1166
1.2644	-0.15166
1.2644	-0.1486
1.2772	0.4124
1.2772	-0.15166
1.2772	-0.1486
1.2772	0.1166
1.2772	0.137
1.2772	-0.04048
1.2772	-0.0364
1.2772	-0.09454
1.2772	-0.0976
1.2772	0.4022
1.2772	0.30836
1.2772	0.3104
1.2772	-0.11392
1.2772	-0.118
1.2772	-0.0262
1.2772	0.1166
1.2772	-0.067
1.2772	0.3002
1.2772	0.0146
1.2772	0.4328
1.29	0.38894
1.29	0.392
1.29	0.36344
1.29	0.3818
1.29	0.0044
1.29	0.4022
1.29	0.37568
1.29	0.3818
1.29	0.03908
1.29	0.0452
1.29	-0.0262
1.29	-0.0721
1.29	-0.067
1.29	-0.0262
1.29	0.239
1.29	-0.067
1.29	-0.0262
1.29	-0.0874
1.29128	0.11558
1.29256	-0.08332
1.3028	-0.0109
1.3028	0.0044
1.3028	0.443
1.3028	0.443
1.3028	-0.07822
1.3028	-0.0874
1.3028	0.0146
1.3156	0.4736
1.3156	-0.04966
1.3156	-0.0466
1.3156	0.4328
1.3156	0.4022
1.3156	0.4022
1.3156	-0.08536
1.3156	-0.0874
1.3156	-0.0568
1.3156	-0.1282
1.32072	0.46748
1.3284	0.4634
1.3284	0.08702
1.3284	0.0962
1.3284	-0.05476
1.3284	-0.0466
1.3284	0.545
1.3284	0.40016
1.3284	0.4124
1.3284	0.3716
1.3284	-0.1282
1.3284	0.4328
1.3412	0.4634
1.3412	0.4532
1.3412	0.4328
1.354	-0.03028
1.354	-0.0364
1.354	-0.0976
1.354	-0.0874
1.3668	0.4634
1.3668	0.4736
1.3668	0.494
1.38088	-0.06496
1.3924	0.4838
1.4052	0.4838
1.418	0.6878
1.418	0.6062
1.42056	0.56132
1.4308	0.1166
1.4308	0.4736
1.4436	0.5654
1.4436	0.5348
1.4436	0.3614
1.4436	0.494
1.4436	0.5042
1.4564	0.5246
1.4692	0.5654
1.4692	0.5042
1.482	0.10946
1.482	0.0962
1.4948	0.5552
1.4948	0.5756
1.4948	0.1166
1.4948	0.1268
1.4948	0.5756
1.5076	0.5756
1.5076	0.545
1.5076	0.1064
1.5076	0.5144
1.5076	0.5246
1.50888	0.5195
1.5204	0.48788
1.5204	0.494
1.5332	0.7694
1.5332	0.7592
1.5332	1.2794
1.546	0.5654
1.546	0.596
1.5588	0.6164
1.5588	0.7184
1.5588	0.5654
1.5716	0.6878
1.5716	0.6572
1.5716	0.8102
