-0.373	0.5092
-0.373	0.6116
-0.373	0.6244
-0.3628	0.5348
-0.3628	0.5348
-0.3628	0.5604
-0.3628	0.598799999999999
-0.3628	0.5988
-0.3628	0.6116
-0.35974	0.598799999999999
-0.35872	0.5348
-0.35566	0.58472
-0.34342	0.5284
-0.3424	0.6628
-0.3424	0.6628
-0.3424	0.6756
-0.3424	0.6884
-0.3424	0.701199999999999
-0.3373	0.6628
-0.3322	0.6116
-0.3322	0.6628
-0.3322	0.6628
-0.3322	0.726800000000001
-0.3322	0.7652
-0.3322	0.7652
-0.3322	0.7652
-0.33016	0.7652
-0.3271	0.60008
-0.3271	0.6628
-0.32404	0.714
-0.322	0.6116
-0.322	0.6116
-0.322	0.6372
-0.322	0.6628
-0.322	0.6628
-0.322	0.714
-0.322	0.714
-0.322	0.714
-0.32098	0.586
-0.31996	0.6116
-0.31588	0.61544
-0.3118	0.5732
-0.3118	0.586
-0.3118	0.5988
-0.3118	0.5988
-0.30772	0.5732
-0.30364	0.8804
-0.3016	0.726800000000001
-0.3016	0.8804
-0.3016	0.8804
-0.29752	0.7012
-0.29548	0.8292
-0.2914	0.6628
-0.2914	0.7012
-0.2914	0.7012
-0.2914	0.726800000000001
-0.2914	0.7652
-0.2914	0.8292
-0.2914	0.8292
-0.2863	0.859919999999999
-0.2812	0.97
-0.2812	0.97
-0.27916	0.9316
-0.27916	0.97
-0.27304	0.8292
-0.271	0.9316
-0.271	0.9316
-0.271	0.9444
-0.2659	0.95208
-0.2608	0.714
-0.2608	0.714
-0.2506	1.1108
-0.2302	1.034
-0.2302	1.098
-0.22918	1.03016
-0.2251	1.034
-0.22	1.098
-0.22	1.1876
-0.22	1.1876
-0.2149	1.1876
-0.2098	1.1108
-0.2098	1.1364
-0.2098	1.162
-0.1996	1.1748
-0.19756	1.15176
-0.1894	1.0468
-0.1894	1.1492
-0.18634	1.1492
-0.18328	1.17096
-0.17206	1.226
-0.169	1.1492
-0.169	1.226
-0.16288	1.162
-0.1588	1.162
-0.15166	1.2644
-0.15166	1.2772
-0.1486	1.2644
-0.1486	1.2772
-0.1282	1.2388
-0.1282	1.3156
-0.1282	1.3284
-0.1231	1.2388
-0.118	1.2772
-0.11392	1.2772
-0.0976	1.2516
-0.0976	1.2772
-0.0976	1.354
-0.09454	1.2772
-0.08842	1.226
-0.0874	1.226
-0.0874	1.29
-0.0874	1.3028
-0.0874	1.3156
-0.0874	1.354
-0.08536	1.3156
-0.08332	1.29256
-0.07822	1.3028
-0.0721	1.29
-0.067	1.0468
-0.067	1.2772
-0.067	1.29
-0.067	1.29
-0.06496	1.38088
-0.0568	1.3156
-0.05476	1.3284
-0.04966	1.3156
-0.0466	1.3156
-0.0466	1.3284
-0.04048	1.2772
-0.0364	1.2772
-0.0364	1.354
-0.03028	1.354
-0.0262	1.2516
-0.0262	1.2516
-0.0262	1.2772
-0.0262	1.29
-0.0262	1.29
-0.0262	1.29
-0.0109	1.3028
0.0044	1.29
0.0044	1.3028
0.0146	1.2516
0.0146	1.2772
0.0146	1.3028
0.0197	1.2388
0.0248	1.2388
0.035	0.867600000000002
0.03908	1.29
0.0452	1.29
0.04928	1.226
0.0554	1.226
0.0758	1.2132
0.08702	1.3284
0.0962	1.2644
0.0962	1.3284
0.0962	1.482
0.1064	1.1748
0.1064	1.2644
0.1064	1.5076
0.10844	1.2644
0.10946	1.482
0.11558	1.29128
0.1166	1.1492
0.1166	1.2644
0.1166	1.2772
0.1166	1.2772
0.1166	1.4308
0.1166	1.4948
0.11762	1.2644
0.1268	1.4948
0.137	1.1108
0.137	1.1876
0.137	1.2772
0.14108	1.10952
0.14108	1.1876
0.1472	1.1364
0.1472	1.1492
0.16964	1.10056
0.1778	1.1748
0.188	1.0852
0.19208	1.1492
0.19718	1.226
0.1982	1.1364
0.1982	1.1492
0.1982	1.226
0.21554	1.162
0.21656	1.2516
0.2186	1.1492
0.2186	1.162
0.2186	1.162
0.2186	1.2388
0.2186	1.2516
0.22676	1.1492
0.2288	1.05064
0.2288	1.1492
0.2288	1.1492
0.2288	1.2132
